INVENTAIRE UNIFIÉ DES SOURCES DE VEILLE (MALI),,,,,,,,,,
Instructions Scraper : Filtrer sur 'Statut Technique' = 'ACTIF_200' (requête standard) et 'ACTIF_403' (requête avec contournement anti-bot).,,,,,,,,,,
,,,,,,,,,,
ID Source,Organisme/Site,Catégorie d'Origine,Sous-Catégorie,Type d'Offre,URL,Statut Visuel,Statut Technique,Type Scraper,Fréquence,Description / Notes
SRC_124,Fondation de France,ONG & organismes internationaux,Fondation,Projets humanitaires/jeunesse,https://www.fondationdefrance.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,Soutien projets.
SRC_125,Fondation B&M Gates,ONG & organismes internationaux,Fondation,Financement projets,https://www.gatesfoundation.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,Limité au Mali.
SRC_126,ImpactPool,ONG & organismes internationaux,Plateforme,Emploi développement/aide,https://www.impactpool.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,Emplois secteur développement/aide.
SRC_127,UN Careers (carrières ONU),ONG & organismes internationaux,Plateforme ONU,Concours/jeunes (YPP),https://careers.un.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,Postes et concours jeunes fonctionnaires.
SRC_128,PNUD Carrières,ONG & organismes internationaux,Plateforme,Recrutement terrain,https://jobs.undp.org,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,Portail recrutement PNUD.
SRC_129,USSGB Bamako,Formation & universités,Université publique,Formation/concours,https://ussgb.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"4 universités publiques de Bamako ; filières, concours."
SRC_130,Université de Ségou,Formation & universités,Université publique,Formation,https://univ-segou.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"Formations, départements, inscriptions."
SRC_131,USTTB Bamako,Formation & universités,Université publique,Formation/concours,https://usttb.edu.ml,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,"DNS valide, serveur à revérifier depuis le pays."
SRC_132,ENI-ABT (ingénieurs),Formation & universités,École publique,Formation/concours,https://www.eni-abt.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,École d'ingénieurs de référence.
SRC_133,ENA - École Nationale d'Administration,Formation & universités,École publique,Formation/concours,https://enamali.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"Cadres de l'administration, concours."
SRC_134,CNRST - Centre Nat. Recherche,Formation & universités,Centre de recherche,Formation/bourses,https://cnrst.edu.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"Instituts de recherche, bourses."
SRC_135,IER - Institut d'Économie Rurale,Formation & universités,Institut de recherche,Formation applied,https://ier.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Recherche agro/économie rurale.
SRC_136,AUF - Agence Universitaire Francophonie,Formation & universités,Organisation,Bourses/mobilités,https://www.auf.org,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,"Bourses francophones, campus numériques."
SRC_137,Mastercard Foundation,Formation & universités,Fondation,Bourses,https://mastercardfdn.org,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Bourses études supérieures jeunes Africains.
SRC_138,DAAD,Formation & universités,Organisation,Bourses/stages en Allemagne,https://www.daad.de,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Bourses d'études et stages.
SRC_139,Campus France,Formation & universités,Organisation,Bourses/études France,https://www.campusfrance.org,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Études en France (CEF pour le Mali).
SRC_140,Scholars4Dev,Formation & universités,Agrégateur bourses,Bourses,https://www.scholars4dev.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Agrégateur bourses (filtre Mali).
SRC_141,Étudier en France,Formation & universités,Annuaire,Bourses/formations,https://www.etudes-en-france.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Bourses/formations pour étrangers.
SRC_142,BCEAO,Formation & universités,Institution financière,Bourses banque/finance,https://www.bceao.int,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Bourses de formation concours BCEAO.
SRC_143,Union Africaine (formation),Formation & universités,Organisation régionale,Bourses/formations,https://au.int,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Formations/bourses panafricaines.
SRC_144,ReliefWeb (stages),Formation & universités,ONU,Emploi/stages humanitaires,https://reliefweb.int,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Stages/emplois humanitaires.
SRC_145,UNjobs Bamako,Formation & universités,Agrégateur,Stages/postes ONU,https://unjobs.org/duty_stations/bamako,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,Postes/stages ONU à Bamako.
SRC_146,USJPB (Sciences Juridiques),Formation & universités,Université,Formation/concours,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Domaine disparu ; info via maliweb/maliactu.
SRC_147,USEG / USECHB (Éco & Gestion),Formation & universités,Université,Formation/concours,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Aucun domaine trouvé.
SRC_148,Université de Sikasso,Formation & universités,Université,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,univ-sikasso.ml NO-DNS.
SRC_149,Université de Kabala (Koulikoro),Formation & universités,Université,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,univ-kabala.ml NO-DNS.
SRC_150,ENSUP / ENSs,Formation & universités,École,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,ensup.ml NO-DNS.
SRC_151,ENSP / ENP,Formation & universités,École,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,enp.ml NO-DNS.
SRC_152,IPR/IFRA Katibougou,Formation & universités,École/institut,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,ipr-ifra.ml NO-DNS.
SRC_153,INFP - Institut Nat. Formation Professionnelle,Formation & universités,Centre formation,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Centres régionaux sans site central.
SRC_154,FAFPA (formation prof./apprentissage),Formation & universités,Fonds publ.,Formation/apprentissage,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Aucun site officiel ; 🔴 ne pas citer fpamali.com.
SRC_155,"Instituts privés (IUF Ségou, INFS, ISFRA, ESICM, ISIG)",Formation & universités,Instituts privés,Formation,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,NO-DNS.
SRC_156,"Bourses locales (boursesmali.net, etc.)",Formation & universités,Agrégats bourses,Bourses,-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,NO-DNS.
SRC_157,Emploi Mali,Réseaux sociaux & canaux,Facebook - groupe,Offres publiques/privées,rechercher 'Emploi Mali' dans FB,🔎 Non vérifiable (login requis),NON_VERIFIABLE,RESEAU_SOC_MANUEL,HEBDOMADAIRE,"Groupe très actif, publications quotidiennes."
SRC_158,Offres d'emploi au Mali,Réseaux sociaux & canaux,Facebook - groupe,Annonces/concours,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Annonces + concours.
SRC_159,Emplois au Mali / Recrutement au Mali,Réseaux sociaux & canaux,Facebook - groupe,Emploi/concours/stage/formation,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Groupe multi-thèmes.
SRC_160,Bamako Jobs / Emploi Bamako,Réseaux sociaux & canaux,Facebook - groupe,Emploi capitale,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Axé sur Bamako.
SRC_161,Réseau des Jeunes Professionnels du Mali (RJPM),Réseaux sociaux & canaux,Facebook - groupe,Offres/événements jeunes,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Réseau jeunes diplômés.
SRC_162,Jeunes Talents & Emploi Mali,Réseaux sociaux & canaux,Facebook - groupe,Emploi jeunes,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Dédié aux jeunes.
SRC_163,Médias Maliens (pages FB),Réseaux sociaux & canaux,Facebook - pages,Annonces 'en image',-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,"Malijet, Bamanet, Bamada, Malivox, L'Indépendant, Aujourd'hui-Mali."
SRC_164,Emploi Mali,Réseaux sociaux & canaux,Télégram - chaîne,Offres/concours,t.me/EmploiMali,🔎 Non vérifiable (login requis),NON_VERIFIABLE,API_OU_DOM_MONITOR,QUOTIDIEN,"Handle supposé, à confirmer."
SRC_165,Offres d'emploi au Mali,Réseaux sociaux & canaux,Télégram - chaîne,Offres,t.me/offresdemploiaumali,🔎 Non vérifiable (login requis),NON_VERIFIABLE,API_OU_DOM_MONITOR,QUOTIDIEN,Handle supposé.
SRC_166,Recrutement Mali,Réseaux sociaux & canaux,Télégram - chaîne,Recrutement,t.me/RecrutementMali,🔎 Non vérifiable (login requis),NON_VERIFIABLE,API_OU_DOM_MONITOR,QUOTIDIEN,Handle supposé.
SRC_167,Bamako Jobs,Réseaux sociaux & canaux,Télégram - chaîne,Emploi,t.me/bamakojobs,🔎 Non vérifiable (login requis),NON_VERIFIABLE,API_OU_DOM_MONITOR,QUOTIDIEN,Handle supposé.
SRC_168,Emplois du Mali,Réseaux sociaux & canaux,Télégram - chaîne,Offres,t.me/emploisdumali,🔎 Non vérifiable (login requis),NON_VERIFIABLE,API_OU_DOM_MONITOR,QUOTIDIEN,Handle supposé.
SRC_169,"Chaînes sectorielles (Emploi santé/mines, Concours FP)",Réseaux sociaux & canaux,Télégram - chaînes,Par secteur,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Éphémères ; à capturer via recherche TG.
SRC_170,"Groupes WhatsApp (Emploi Bamako, Concours Mali, Ingénieurs Mali...)",Réseaux sociaux & canaux,WhatsApp - groupes,Emploi/concours,invitation uniquement,🔎 Non vérifiable (login requis),NON_VERIFIABLE,API_OU_DOM_MONITOR,QUOTIDIEN,Groupes fermés ; se joindre via contacts.
SRC_171,LinkedIn (Jobs in Mali / Emploi Mali / pages Carrières),Réseaux sociaux & canaux,LinkedIn,Emploi cadres/intl,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,"Pages Carrières des entreprises (Orange, Ecobank, B2Gold...)."
SRC_172,Orange Mali,Entreprises - employeurs,Télécoms/TIC,Emploi (commerciaux/techniciens/cadres),https://www.orangemali.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Recrute en continu ; rubrique Carrières.
SRC_173,Moov Africa Mali (ex-Malitel/Sotelma),Entreprises - employeurs,Télécoms/TIC,Emploi,https://www.moov-africa.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Confirmer marque actuelle.
SRC_174,BNDA - Banque Nat. Développement Agricole,Entreprises - employeurs,Banque,Emploi,https://www.bnda.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Banque.
SRC_175,Ecobank Mali,Entreprises - employeurs,Banque,Emploi,https://ecobank.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Candidatures via Ecobank Careers (rubrique Mali).
SRC_176,BOA Mali (Bank of Africa),Entreprises - employeurs,Banque,Emploi,https://www.boamali.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Banque.
SRC_177,Banque Atlantique Mali,Entreprises - employeurs,Banque,Emploi,https://banqueatlantique.net,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Groupe Banque Centrale Populaire/Atlantique.
SRC_178,Orabank Mali,Entreprises - employeurs,Banque,Emploi,https://orabank.net,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,Portail groupe.
SRC_179,BDM-SA (Banque de Développement du Mali),Entreprises - employeurs,Banque,Emploi (concours annuels),bdmsa.ml,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Grand recruteur ; à re-tester localement.
SRC_180,BICIM (groupe BGFI),Entreprises - employeurs,Banque,Emploi,bgfi-bgroup.com,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifiable ici.
SRC_181,Coris Bank International,Entreprises - employeurs,Banque,Emploi,corisbank.com,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Grand recruteur.
SRC_182,BSIC / BMS / Access Bank,Entreprises - employeurs,Banque,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Non vérifiés.
SRC_183,"Microfinance (AVEK, Nyèsigiso, Kafo Jiginew, Soro Yiriwa)",Entreprises - employeurs,Microfinance,Emploi de proximité,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Gros recruteurs locaux.
SRC_184,EDM-SA (Énergie du Mali),Entreprises - employeurs,Énergie/électricité,Emploi,https://edmsa.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"Recruteurs réguliers (MOE, techniciens)."
SRC_185,GPM-SA (Grands Projets du Mali - aéroports),Entreprises - employeurs,Aéroports/infra,Emploi,http://www.gpm-sa.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Grands projets.
SRC_186,SOMAGEP-SA (Eau potable),Entreprises - employeurs,Eau,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Non vérifié.
SRC_187,COMANAV (Navigation),Entreprises - employeurs,Transport fluvial,Emploi,comanav.net,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifiable.
SRC_188,SOTRAMA,Entreprises - employeurs,Transport,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Non vérifié.
SRC_189,B2Gold - Mine de Fekola,Entreprises - employeurs,Mines (or),Emploi (opérateurs/mécano/métallurgie/env.),https://www.b2gold.com/careers,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Recruteur massif.
SRC_190,Barrick - Loulo-Gounkoto,Entreprises - employeurs,Mines (or),Emploi,https://www.barrick.com/careers,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Complexe aurifère.
SRC_191,"Resolute/Syama, Hummingbird/Yanfolila",Entreprises - employeurs,Mines (or),Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Non vérifiés.
SRC_192,Robex Resources - Mine de Nampala,Entreprises - employeurs,Mines (or),Emploi,https://www.robexgold.com/careers,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"Orpailleur industriel, mine de Nampala. Fusion en cours avec Predictive Discovery (robexgold.com redirige). Recrute soudeurs/mécano/admin."
SRC_193,Allied Gold - Mine de Sadiola,Entreprises - employeurs,Mines (or),Emploi,https://www.alliedgold.com/careers,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,A repris l'actif aurifère Sadiola (ex-IAMGOLD) — gros recruteur opérateurs/techniciens.
SRC_195,SEMOS - Mine de Sadiola,Entreprises - employeurs,Mines (or),Emploi,semos.ml,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifiable.
SRC_196,CMDT (Coton),Entreprises - employeurs,Agro-industrie,Emploi (cadres/agronomes/techniciens),cmdt.ml,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Très gros employeur rural ; à re-tester.
SRC_197,Office du Niger / OPIB (riz),Entreprises - employeurs,Agro-industrie,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Grand employeur zone Office du Niger.
SRC_198,Groupe Tomota-Faso (semences) / Huicoma (huilerie),Entreprises - employeurs,Agro-industrie,Emploi,huicoma.ml,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifié.
SRC_199,Sodefitex,Entreprises - employeurs,Coton,-,-,🔴 Piège/Squat - à écarter,SQUAT,NON_CONFIGURÉ,AUCUNE,"≈ Côte d'Ivoire/Sénégal, PAS au Mali (coton = CMDT)."
SRC_200,Ciments du Mali / CIMAF / Diamond Cement,Entreprises - employeurs,Ciment/BTP,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Recruteurs BTP.
SRC_201,"CFAO/SCOA Mali, Mobitech, Toyota Mali",Entreprises - employeurs,Distribution/auto,Emploi,cfao.com,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,"Groupe réel, site non vérifiable ici."
SRC_202,Africa Global Logistics (ex-Bolloré) / Maersk,Entreprises - employeurs,Logistique,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Groupes réels.
SRC_203,SUNU Assurances Mali (ex-UTM),Entreprises - employeurs,Assurance,Emploi,sunuassurance.com,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifiable.
SRC_204,NSIA Assurances Mali,Entreprises - employeurs,Assurance,Emploi,nsia.ml,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifiable.
SRC_205,AXA Malienne d'Assurance,Entreprises - employeurs,Assurance,Emploi,axa-mali.com,❓ À confirmer (002/DNS local),A_CONFIRMER,API_OU_DOM_MONITOR,QUOTIDIEN,Non vérifiable.
SRC_206,Allianz Mali,Entreprises - employeurs,Assurance,Emploi,allianz.com,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,Groupe.
SRC_207,BRASMA / Brasseries du Mali (Castel),Entreprises - employeurs,Boissons,Emploi,-,🔎 Non vérifiable (login requis),NON_VERIFIABLE,NON_CONFIGURÉ,AUCUNE,Non vérifié.
SRC_208,Heineken/BGI,Entreprises - employeurs,Boissons,Emploi,heineken.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Groupe.
SRC_209,Nestlé CWA,Entreprises - employeurs,Agro-alimentaire,Emploi,nestle-cwa.com,⚠️ Actif (403 anti-bot),ACTIF_403,PLAYWRIGHT_RESIDENTIAL,QUOTIDIEN,Existe.
SRC_210,TotalEnergies Marketing Mali,Entreprises - employeurs,Énergie/carburant,Emploi,totalenergies.com,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Distribution carburant.
SRC_211,Fonction Publique & collectivités (concours annuels),Entreprises - employeurs,Fonction publique,Concours/recrutement,http://www.fonctionpublique.gouv.ml,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,Très gros volume.
SRC_213,Bamako Incubateur,Incubateurs & Hubs,Incubateur,"Appels à projets, subventions, financements",https://bamako-incubateur.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Fabrique sociale de l'entrepreneuriat au Mali ; cohortes de startups, Fintech, formation numérique (10 000 Codeurs) et amorçage entrepreneurial."
SRC_214,Tuwindi,Incubateurs & Hubs,Civic Tech / Hub d'innovation,"Appels à projets, subventions, financements",https://tuwindi.io,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Organisation civique & tech malienne ; concours d'innovation, hackathons, bourses et subventions de projets médias, démocratie et gouvernance locale."
SRC_215,Createam,Incubateurs & Hubs,Incubateur d'entreprises,"Appels à projets, subventions, financements",-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Domaine createam.ml inactif et non résolu (hors ligne). Veille recommandée via les réseaux sociaux et l'écosystème tech local.
SRC_216,Impact Hub Bamako,Incubateurs & Hubs,Hub d'innovation & entrepreneuriat,"Appels à projets, subventions, financements",https://bamako.impacthub.net,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Programmes d'accélération à impact, subventions de démarrage (The Next Economy, Seedstars Mali), mentorat et accès aux investisseurs."
SRC_217,Orange Corners Mali,Incubateurs & Hubs,Programme d'accélération,"Appels à projets, subventions, financements",https://www.orangecorners.com/country/mali/,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Initiative des Pays-Bas exécutée par DoniLab ; accélération de 6 mois pour jeunes entrepreneurs (18-35 ans) à Bamako, Sikasso et Ségou avec accès au fonds OCIF."
SRC_218,ADCE Mali,Incubateurs & Hubs,Incubateur vert & climat,"Appels à projets, subventions, financements",https://www.adcemali.com,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Accompagnement et incubation de projets verts, agroécologie, énergies renouvelables et résilience climatique pour jeunes et groupements féminins au Mali."
SRC_219,ENGIM StartUp Mali,Fondations & ONG,Insertion & entrepreneuriat,"Appels à projets, subventions, financements",https://engimstartup.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Appels à projets entrepreneuriaux et insertion professionnelle (filière karité, énergies renouvelables, transformation agroalimentaire) financés par l'AICS."
SRC_220,Fondation Tony Elumelu (TEF),Fondations & ONG,Fondation d'entreprise,"Appels à projets, subventions, financements",https://www.tonyelumelufoundation.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Subvention d'amorçage non remboursable de 5 000 USD, formation de 12 semaines et mentorat pour jeunes entrepreneurs maliens et africains (guichet annuel)."
SRC_221,TotalEnergies - Challenge Startupper,Entreprises - employeurs,Concours d'entrepreneuriat,"Appels à projets, subventions, financements",https://startupper.totalenergies.com,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Concours biennal primant les meilleures initiatives maliennes : soutien financier direct, visibilité médiatique et prix spécial entrepreneuriat féminin."
SRC_222,FAFE - Fonds d'Appui à l'Autonomisation des Femmes,Institutions publiques,Fonds public national,"Appels à projets, subventions, financements",-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Portail femme.gouv.ml inaccessible (serveur injoignable). Financement et subventions relayés par la presse locale et le Ministère de tutelle.
SRC_223,PROCEJ,Institutions publiques,Programme d'État / Bailleur,"Appels à projets, subventions, financements",-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Site procej.ml inaccessible (domaine non renouvelé/hors ligne). Projet achevé ; suivi des bénéficiaires et opportunités via l'APEJ.
SRC_224,Projet FIER Mali,Institutions publiques,Programme de développement rural,"Appels à projets, subventions, financements",https://fier2.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Phase 2 du projet (FIER II / FIDA) sur le portail actif https://fier2.org ; financements, subventions de démarrage et formations pour les jeunes ruraux."
SRC_225,PACEPEP Mali,Institutions publiques,Fonds d'appui aux PME,"Appels à projets, subventions, financements",-,❌ Inaccessible,INACCESSIBLE,NON_CONFIGURÉ,AUCUNE,Programme clos ; site pacepep.ml inaccessible (DNS/serveur hors ligne). Activités relayées par le Projet INCLUSIF et le FIDA.
SRC_226,UNCDF Mali,Fonds & Banques de développement,Agence de financement ONU,"Appels à projets, subventions, financements",https://www.uncdf.org/fr/mali,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Subventions d'investissement et mécanismes de garantie pour PME, inclusion financière numérique et autonomisation économique des femmes maliennes."
SRC_227,Proparco (Groupe AFD),Fonds & Banques de développement,Institution financière,"Appels à projets, subventions, financements",https://www.proparco.fr/fr/nos-solutions-de-financement,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Dispositif Choose Africa, facilités de garanties bancaires et fonds d'amorçage pour startups et PME innovantes à fort impact économique en Afrique de l'Ouest."
SRC_228,UE Mali - Appels à propositions,Bailleurs & Coopération,Bailleur international,"Appels à projets, subventions, financements",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/programmes/ndici,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,"Portail des subventions de l'Union Européenne (NDICI/Global Europe) pour le Mali : appels à projets pour la société civile, l'insertion socio-économique et l'énergie durable."
SRC_229,AFD Mali - Appels à projets,Bailleurs & Coopération,Bailleur bilatéral,"Appels à projets, subventions, financements",https://www.afd.fr/fr/appels-projets,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,"Appels à projets ""Initiatives OSC"", FISP-Climat et Fonds de soutien aux organisations féministes (FSOF) finançant les projets au Mali et dans la sous-région."
SRC_230,PNUD Mali - Procurement & Grants,Bailleurs & Coopération,Agence ONU,"Appels à projets, subventions, financements",https://procurement-notices.undp.org,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,"Avis de subventions (Low Value Grants) et micro-projets du FEM/SGP pour les initiatives locales, l'adaptation climatique et l'entrepreneuriat des jeunes au Mali."
SRC_231,GIZ Mali - Appels à candidatures,Bailleurs & Coopération,Coopération bilatérale,"Appels à projets, subventions, financements",https://www.giz.de/en/workingwithgiz/bidding_tendering.html,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,QUOTIDIEN,"Contrats de subventions locales et appels à manifestation d'intérêt dans l'agriculture durable, la formation professionnelle et l'emploi des jeunes au Mali."
SRC_232,Enabel Mali - Marchés & Subventions,Bailleurs & Coopération,Coopération bilatérale,"Appels à projets, subventions, financements",https://www.enabel.be/fr/marches-et-subventions/,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Appels à propositions de subventions de l'agence belge pour des initiatives communautaires d'employabilité, pastoralisme et développement économique au Mali."
SRC_233,USAID Mali (Grants.gov),Bailleurs & Coopération,Agence bilatérale,"Appels à projets, subventions, financements",https://www.grants.gov/search-grants?agencyCode=USAID,✅ Actif (200),ACTIF_200,API_OU_DOM_MONITOR,QUOTIDIEN,"Annonces de financements et subventions fédérales américaines pour les organisations maliennes (santé, agriculture, résilience économique et gouvernance)."
SRC_234,Facilité Sahel,Fondations & ONG,Fonds fiduciaire régional,"Appels à projets, subventions, financements",https://facilite-sahel.org/fr/appels-propositions,✅ Actif (200),ACTIF_200,HTML_GENERIC_PARSER,HEBDOMADAIRE,"Fonds dédié au financement par subventions des ONG locales et nationales au Sahel (Mali, Burkina, Niger) pour les services sociaux de base et le relèvement économique."
